index,MMSI,Lat,Lon
300,563022700.0,28.91541,-94.27429
301,563022700.0,28.91454,-94.26897
302,563022700.0,28.914035,-94.26604
303,563022700.0,28.91353,-94.26311
304,563022700.0,28.91298,-94.25912
305,563022700.0,28.91234,-94.25541
306,563022700.0,28.9116,-94.25176
307,563022700.0,28.911045,-94.248785
308,563022700.0,28.91049,-94.24581
309,563022700.0,28.90955,-94.24141
310,563022700.0,28.90829,-94.23614
311,563022700.0,28.907715,-94.23349
312,563022700.0,28.90714,-94.23084
313,563022700.0,28.90594,-94.22579
314,563022700.0,28.90541,-94.22346999999999
315,563022700.0,28.90488,-94.22115
316,563022700.0,28.90373,-94.21561
317,563022700.0,28.903115,-94.21296000000001
318,563022700.0,28.9025,-94.21031
319,563022700.0,28.90162,-94.20634
320,563022700.0,28.90074,-94.20212
321,563022700.0,28.89966,-94.19765
322,563022700.0,28.89883,-94.19376
323,563022700.0,28.898429999999998,-94.19166
324,563022700.0,28.89803,-94.18956
325,563022700.0,28.89703,-94.18508
326,563022700.0,28.89623,-94.18142
327,563022700.0,28.89535,-94.1773
328,563022700.0,28.89422,-94.17257
329,563022700.0,28.89338,-94.16905
330,563022700.0,28.892895000000003,-94.166945
331,563022700.0,28.89241,-94.16484
332,563022700.0,28.89127,-94.15957
333,563022700.0,28.890504999999997,-94.15639999999999
334,563022700.0,28.88974,-94.15323
335,563022700.0,28.88863,-94.14785
336,563022700.0,28.88772,-94.14428
337,563022700.0,28.887059999999998,-94.14157
338,563022700.0,28.8864,-94.13886
339,563022700.0,28.88517,-94.1338
340,563022700.0,28.884704999999997,-94.13173499999999
341,563022700.0,28.88424,-94.12967
342,563022700.0,28.88338,-94.12552
343,563022700.0,28.88242,-94.12112
344,563022700.0,28.88152,-94.11731
345,563022700.0,28.8807,-94.11365
346,563022700.0,28.87979,-94.10988
347,563022700.0,28.8788,-94.10561
348,563022700.0,28.87839,-94.10356
349,563022700.0,28.87798,-94.10151
350,563022700.0,28.87712,-94.09736
351,563022700.0,28.87611,-94.093
352,563022700.0,28.87494,-94.08794
353,563022700.0,28.87413,-94.08442
354,563022700.0,28.873530000000002,-94.081725
355,563022700.0,28.87293,-94.07903
356,563022700.0,28.87217,-94.07529
357,563022700.0,28.87142,-94.07155
358,563022700.0,28.87055,-94.06776
359,563022700.0,28.8696,-94.06356
360,563022700.0,28.86896,-94.06064
361,563022700.0,28.86816,-94.05689
362,563022700.0,28.8672,-94.05281
363,563022700.0,28.86633,-94.04875
364,563022700.0,28.86588,-94.046705
365,563022700.0,28.86543,-94.04466
366,563022700.0,28.86437,-94.0399
367,563022700.0,28.86376,-94.036985
368,563022700.0,28.86315,-94.03407
369,563022700.0,28.86215,-94.02996
370,563022700.0,28.86111,-94.02522
371,563022700.0,28.8602,-94.02106
372,563022700.0,28.85936,-94.01723
373,563022700.0,28.85855,-94.01345
374,563022700.0,28.85765,-94.00973
375,563022700.0,28.857205,-94.007815
376,563022700.0,28.85676,-94.0059
377,563022700.0,28.85601,-94.00217
378,563022700.0,28.85502,-93.99834
379,563022700.0,28.85413,-93.99487
380,563022700.0,28.85331,-93.99096
381,563022700.0,28.85234,-93.98675
382,563022700.0,28.85136,-93.98223
383,563022700.0,28.850904999999997,-93.97986
384,563022700.0,28.85045,-93.97749
385,563022700.0,28.84927,-93.97222
386,563022700.0,28.84836,-93.96788
387,563022700.0,28.8476,-93.96431
388,563022700.0,28.84709,-93.96217
389,563022700.0,28.84658,-93.96003
390,563022700.0,28.84559,-93.95608
391,563022700.0,28.84473,-93.95218
392,563022700.0,28.84391,-93.94857
393,563022700.0,28.84294,-93.94459
394,563022700.0,28.84211,-93.94089
395,563022700.0,28.84127,-93.93695
396,563022700.0,28.84037,-93.9334
397,563022700.0,28.83965,-93.93022500000001
398,563022700.0,28.83893,-93.92705
399,563022700.0,28.83816,-93.92349
400,563022700.0,28.83709,-93.91883
401,563022700.0,28.83627,-93.91511
402,563022700.0,28.835845,-93.91306499999999
403,563022700.0,28.83542,-93.91102
404,563022700.0,28.83401,-93.90592
405,563022700.0,28.83321,-93.90215
406,563022700.0,28.83243,-93.89835
407,563022700.0,28.83161,-93.89479
408,563022700.0,28.83064,-93.89062
409,563022700.0,28.82965,-93.88683
410,563022700.0,28.82919,-93.88498
411,563022700.0,28.82873,-93.88313
412,563022700.0,28.82792,-93.87957
413,563022700.0,28.82681,-93.8743
414,563022700.0,28.82602,-93.87068
415,563022700.0,28.8249,-93.86597
416,563022700.0,28.824080000000002,-93.86417
417,563022700.0,28.82326,-93.86237
418,563022700.0,28.82074,-93.858
419,563022700.0,28.81882,-93.85449
420,563022700.0,28.81818,-93.85353
421,563022700.0,28.8163,-93.85071
422,563022700.0,28.81408,-93.84746
423,563022700.0,28.81237,-93.84483
424,563022700.0,28.81066,-93.8422
425,563022700.0,28.80729,-93.8369
