index,MMSI,Lat,Lon
0,371595000,28.47512,-94.58613
1,371595000,28.47524,-94.58615
2,371595000,28.47531,-94.58619
3,371595000,28.47536,-94.58621
4,371595000,28.475385,-94.586225
5,371595000,28.47541,-94.58624
6,371595000,28.47554,-94.58628
7,371595000,28.47566,-94.58633
8,371595000,28.475715,-94.58635000000001
9,371595000,28.47577,-94.58637
10,371595000,28.47587,-94.58642
11,371595000,28.47606,-94.58649
12,371595000,28.47611,-94.58653
13,371595000,28.47616,-94.58657
14,371595000,28.47623,-94.58663
15,371595000,28.47632,-94.58669
16,371595000,28.47645,-94.58676
17,371595000,28.47656,-94.58682
18,371595000,28.47663,-94.586855
19,371595000,28.4767,-94.58689
20,371595000,28.47685,-94.58697
21,371595000,28.47697,-94.58704
22,371595000,28.47702,-94.58706
23,371595000,28.47702,-94.58705
24,371595000,28.47702,-94.587045
25,371595000,28.47702,-94.58704
26,371595000,28.47705,-94.58706
27,371595000,28.47708,-94.587085
28,371595000,28.47711,-94.58711
29,371595000,28.47725,-94.58718
30,371595000,28.477296666666668,-94.58721333333334
31,371595000,28.477343333333334,-94.58724666666667
32,371595000,28.47739,-94.58728
33,371595000,28.47741,-94.58731
34,371595000,28.47745,-94.58734
35,371595000,28.4775,-94.587365
36,371595000,28.47755,-94.58739
37,371595000,28.47763,-94.58744
38,371595000,28.47768,-94.58748
39,371595000,28.47774,-94.58753
40,371595000,28.47776,-94.58755
41,371595000,28.47778,-94.58757
42,371595000,28.47777,-94.58762
43,371595000,28.4778,-94.58767
44,371595000,28.477854999999998,-94.5877
45,371595000,28.47791,-94.58773
46,371595000,28.477985,-94.58775
47,371595000,28.47806,-94.58777
48,371595000,28.47814,-94.5878
49,371595000,28.47825,-94.58785
50,371595000,28.47833,-94.58789
51,371595000,28.47838,-94.58791
52,371595000,28.47843,-94.58793
53,371595000,28.47852,-94.58799
54,371595000,28.47863,-94.58805
55,371595000,28.47874,-94.58811
56,371595000,28.47878,-94.58814000000001
57,371595000,28.47882,-94.58817
58,371595000,28.47894,-94.58825
59,371595000,28.47908,-94.58832
60,371595000,28.47918,-94.588365
61,371595000,28.47928,-94.58841
62,371595000,28.47943,-94.58848
63,371595000,28.479475,-94.58851
64,371595000,28.47952,-94.58854
65,371595000,28.4796,-94.58858
66,371595000,28.479635000000002,-94.588595
67,371595000,28.47967,-94.58861
68,371595000,28.47976,-94.58863
69,371595000,28.47983,-94.58865
70,371595000,28.4799,-94.58867
71,371595000,28.48006,-94.58871
72,371595000,28.48017,-94.58874
73,371595000,28.48029,-94.58875
74,371595000,28.480345,-94.58875499999999
75,371595000,28.4804,-94.58876
76,371595000,28.48052,-94.58877
77,371595000,28.48063,-94.58877
78,371595000,28.48076,-94.58877
79,371595000,28.48084,-94.58877
80,371595000,28.4809,-94.58877
81,371595000,28.48103,-94.58879
82,371595000,28.48111,-94.58879
83,371595000,28.48119,-94.58879
84,371595000,28.481225000000002,-94.588795
85,371595000,28.48126,-94.5888
86,371595000,28.48133,-94.58882
87,371595000,28.48141,-94.58883
88,371595000,28.48149,-94.58883
89,371595000,28.481565,-94.588825
90,371595000,28.48164,-94.58882
91,371595000,28.48177,-94.58881
92,371595000,28.4819,-94.5888
93,371595000,28.48207,-94.58881
94,371595000,28.482145000000003,-94.588815
95,371595000,28.48222,-94.58882
96,371595000,28.48234,-94.58885
97,371595000,28.482385,-94.588855
98,371595000,28.48243,-94.58886
99,371595000,28.48252,-94.58888
100,371595000,28.48262,-94.5889
101,371595000,28.482695,-94.58891
102,371595000,28.48277,-94.58892
103,371595000,28.48288,-94.58894
104,371595000,28.48299,-94.58897
105,371595000,28.48316,-94.58898
106,371595000,28.48333,-94.58901
107,371595000,28.48347,-94.58906
108,371595000,28.48355,-94.58909
109,371595000,28.48363,-94.58912
110,371595000,28.4838,-94.58916
111,371595000,28.48393,-94.58921
112,371595000,28.48404,-94.58927
113,371595000,28.484095,-94.58930000000001
114,371595000,28.48415,-94.58933
115,371595000,28.48429,-94.5894
116,371595000,28.4845,-94.58946
117,371595000,28.48467,-94.58953
118,371595000,28.48479,-94.5896
119,371595000,28.48489,-94.58967000000001
120,371595000,28.48499,-94.58974
121,371595000,28.485084999999998,-94.5898
122,371595000,28.48518,-94.58986
123,371595000,28.48532,-94.58995
124,371595000,28.48544,-94.59003
125,371595000,28.485515,-94.590085
126,371595000,28.48559,-94.59014
127,371595000,28.48578,-94.59026
128,371595000,28.48596,-94.59036
129,371595000,28.486089999999997,-94.59044
130,371595000,28.48622,-94.59052
131,371595000,28.48644,-94.59062
132,371595000,28.48665,-94.59074
133,371595000,28.486795,-94.59081
134,371595000,28.48694,-94.59088
135,371595000,28.48715,-94.591
136,371595000,28.48731,-94.59113
137,371595000,28.4875,-94.59129
138,371595000,28.4876,-94.591395
139,371595000,28.4877,-94.5915
140,371595000,28.4879,-94.59166
141,371595000,28.48809,-94.59184
142,371595000,28.48828,-94.59203
143,371595000,28.488365,-94.592125
144,371595000,28.48845,-94.59222
145,371595000,28.48859,-94.59242
146,371595000,28.4887,-94.59261
147,371595000,28.488755,-94.592715
148,371595000,28.48881,-94.59282
149,371595000,28.4889,-94.59298
150,371595000,28.48903,-94.59316
151,371595000,28.489069999999998,-94.59323499999999
152,371595000,28.48911,-94.59331
153,371595000,28.48917,-94.59341
154,371595000,28.48922,-94.59353
155,371595000,28.48926,-94.5936
156,371595000,28.48928,-94.593635
157,371595000,28.4893,-94.59367
158,371595000,28.48934,-94.59373
159,371595000,28.48937,-94.59377
160,371595000,28.48942,-94.59383
161,371595000,28.48948,-94.59388
162,371595000,28.4896,-94.59398
163,371595000,28.48974,-94.59407
164,371595000,28.489815,-94.59412499999999
165,371595000,28.48989,-94.59418
166,371595000,28.49002,-94.59428
167,371595000,28.49013,-94.59437
168,371595000,28.490185,-94.594415
169,371595000,28.49024,-94.59446
170,371595000,28.49032,-94.59453
171,371595000,28.49041,-94.59461
172,371595000,28.4905,-94.5947
173,371595000,28.49062,-94.59486
174,371595000,28.49078,-94.5951
175,371595000,28.49094,-94.59539
176,371595000,28.491075,-94.595675
177,371595000,28.49121,-94.59596
178,371595000,28.49136,-94.59643
179,371595000,28.49145,-94.59693
180,371595000,28.49145,-94.597
181,371595000,28.49143,-94.59753
182,371595000,28.49132,-94.59803
183,371595000,28.49115,-94.5985
184,371595000,28.49089,-94.59895
185,371595000,28.49071,-94.59915000000001
186,371595000,28.49053,-94.59935
187,371595000,28.49004,-94.5996
188,371595000,28.48964,-94.59965
189,371595000,28.48936,-94.59955
190,371595000,28.48908,-94.59945
191,371595000,28.488805,-94.599365
192,371595000,28.48853,-94.59928
193,371595000,28.48806,-94.59911
194,371595000,28.487720000000003,-94.59879000000001
195,371595000,28.48738,-94.59847
196,371595000,28.48695,-94.59795
197,371595000,28.4865,-94.5975
198,371595000,28.48608,-94.59705
199,371595000,28.485840000000003,-94.59684
200,371595000,28.4856,-94.59663
201,371595000,28.48502,-94.59627
202,371595000,28.48422,-94.59568
203,371595000,28.483980000000003,-94.595315
204,371595000,28.48374,-94.59495
205,371595000,28.48338,-94.59408
206,371595000,28.483204999999998,-94.59366
207,371595000,28.48303,-94.59324
208,371595000,28.48267,-94.59228
209,371595000,28.48236,-94.5915
210,371595000,28.482205,-94.59108499999999
211,371595000,28.48205,-94.59067
212,371595000,28.4817,-94.58985
213,371595000,28.48138,-94.58903
214,371595000,28.481145,-94.588415
215,371595000,28.48091,-94.5878
216,371595000,28.48062,-94.58707
217,371595000,28.48029,-94.58639
218,371595000,28.48,-94.58584
219,371595000,28.47966,-94.5852
220,371595000,28.47935,-94.5846
221,371595000,28.479174999999998,-94.58426499999999
222,371595000,28.479,-94.58393
223,371595000,28.47872,-94.58336
224,371595000,28.47841,-94.58272
225,371595000,28.47817,-94.58216
226,371595000,28.478029999999997,-94.581815
227,371595000,28.47789,-94.58147
228,371595000,28.47771,-94.58092
229,371595000,28.4776,-94.58031
230,371595000,28.47755,-94.580055
231,371595000,28.4775,-94.5798
232,371595000,28.47743,-94.5793
233,371595000,28.47739,-94.57879
234,371595000,28.47737,-94.57824
235,371595000,28.47732,-94.57779
236,371595000,28.477294999999998,-94.57758
237,371595000,28.47727,-94.57737
238,371595000,28.47722,-94.57691
239,371595000,28.47716,-94.57654
240,371595000,28.47713,-94.5764
241,371595000,28.47698,-94.57608
242,371595000,28.476795000000003,-94.57583500000001
243,371595000,28.47661,-94.57559
244,371595000,28.47635,-94.57523
245,371595000,28.476,-94.57471
246,371595000,28.47576,-94.57422
247,371595000,28.475715,-94.573955
248,371595000,28.47567,-94.57369
249,371595000,28.47562,-94.57312
250,371595000,28.4756,-94.57264
251,371595000,28.47562,-94.57201
252,371595000,28.4757,-94.5714
253,371595000,28.47576,-94.57103000000001
254,371595000,28.47582,-94.57066
255,371595000,28.47587,-94.57009
256,371595000,28.475884999999998,-94.569745
257,371595000,28.4759,-94.5694
258,371595000,28.475904999999997,-94.56900999999999
259,371595000,28.47591,-94.56862
260,371595000,28.4759,-94.56813
261,371595000,28.4759,-94.567895
262,371595000,28.4759,-94.56766
263,371595000,28.47588,-94.56727
264,371595000,28.47589,-94.5669
265,371595000,28.47595,-94.56645
266,371595000,28.475975,-94.566265
267,371595000,28.476,-94.56608
268,371595000,28.47602,-94.56574
269,371595000,28.47603,-94.56543
270,371595000,28.47601,-94.56506
271,371595000,28.475994999999998,-94.56492
272,371595000,28.47598,-94.56478
273,371595000,28.47595,-94.56454
274,371595000,28.47593,-94.56431
275,371595000,28.47594,-94.56407
276,371595000,28.47595,-94.56386
277,371595000,28.47596,-94.563715
278,371595000,28.47597,-94.56357
279,371595000,28.47599,-94.56338
280,371595000,28.47599,-94.56322
281,371595000,28.476,-94.56305
282,371595000,28.47602,-94.56295
283,371595000,28.47604,-94.56285
284,371595000,28.47612,-94.56265
285,371595000,28.476145000000002,-94.562565
286,371595000,28.47617,-94.56248
287,371595000,28.47621,-94.56233
288,371595000,28.47624,-94.56222
289,371595000,28.47627,-94.56212
290,371595000,28.476295,-94.56206
291,371595000,28.47632,-94.562
292,371595000,28.47636,-94.5619
293,371595000,28.47642,-94.56176
294,371595000,28.47646,-94.56169
295,371595000,28.4765,-94.56162
296,371595000,28.47654,-94.56155
297,371595000,28.47662,-94.56144
298,371595000,28.47669,-94.56136
299,371595000,28.47675,-94.56127
300,371595000,28.4767975,-94.561225
301,371595000,28.476844999999997,-94.56118
302,371595000,28.476892499999998,-94.561135
303,371595000,28.47694,-94.56109
304,371595000,28.47702,-94.56105
305,371595000,28.47711,-94.56102
306,371595000,28.47718,-94.56099
307,371595000,28.477245,-94.56096500000001
308,371595000,28.47731,-94.56094
309,371595000,28.47745,-94.5609
310,371595000,28.47761,-94.56087
311,371595000,28.47768,-94.560855
312,371595000,28.47775,-94.56084
313,371595000,28.47789,-94.56082
314,371595000,28.47806,-94.56081
315,371595000,28.478135,-94.560805
316,371595000,28.47821,-94.5608
317,371595000,28.47835,-94.56079
318,371595000,28.47845,-94.56082
319,371595000,28.47856,-94.56086
320,371595000,28.478610000000003,-94.56088500000001
321,371595000,28.47866,-94.56091
322,371595000,28.47876,-94.56096
323,371595000,28.47886,-94.561
324,371595000,28.47897,-94.56103
325,371595000,28.479035,-94.561065
326,371595000,28.4791,-94.5611
327,371595000,28.4792,-94.56115
328,371595000,28.4793,-94.56122
329,371595000,28.47941,-94.56129
330,371595000,28.47955,-94.56137
331,371595000,28.479635000000002,-94.561415
332,371595000,28.47972,-94.56146
333,371595000,28.47991,-94.56156
334,371595000,28.48009,-94.56165
335,371595000,28.48027,-94.56175
336,371595000,28.48039,-94.56180499999999
337,371595000,28.48051,-94.56186
338,371595000,28.48068,-94.56196
339,371595000,28.48086,-94.56208
340,371595000,28.481,-94.56218
341,371595000,28.481075,-94.562235
342,371595000,28.48115,-94.56229
343,371595000,28.48131,-94.5624
344,371595000,28.48151,-94.56253
345,371595000,28.48167,-94.56264
346,371595000,28.48184,-94.56272
347,371595000,28.482,-94.56278
348,371595000,28.4821,-94.56282
349,371595000,28.4822,-94.56286
350,371595000,28.48244,-94.56297
351,371595000,28.48271,-94.5631
352,371595000,28.48298,-94.56323
353,371595000,28.48326,-94.56336
354,371595000,28.483415,-94.563435
355,371595000,28.48357,-94.56351
356,371595000,28.48398,-94.5637
357,371595000,28.48429,-94.56384
358,371595000,28.48461,-94.56397
359,371595000,28.48461,-94.56397
