index,MMSI,Lat,Lon
0,232006297,28.69211,-94.77902
1,232006297,28.69211,-94.77902
2,232006297,28.69394,-94.77449
3,232006297,28.69565,-94.77025
4,232006297,28.69776,-94.76496
5,232006297,28.69928,-94.76015
6,232006297,28.70065,-94.75587
7,232006297,28.70189,-94.75187
8,232006297,28.702505,-94.749895
9,232006297,28.70312,-94.74792
10,232006297,28.70431,-94.74424
11,232006297,28.70549,-94.74066
12,232006297,28.70658,-94.73725
13,232006297,28.70762,-94.73392
14,232006297,28.708185,-94.732145
15,232006297,28.70875,-94.73037
16,232006297,28.70971,-94.72735
17,232006297,28.71061,-94.72445
18,232006297,28.71137,-94.72212
19,232006297,28.71217,-94.71951
20,232006297,28.71284,-94.71697
21,232006297,28.71348,-94.71455
22,232006297,28.71417,-94.7125
23,232006297,28.7143,-94.71124
24,232006297,28.71443,-94.70998
25,232006297,28.7144,-94.70822
26,232006297,28.71418,-94.70648
27,232006297,28.713965,-94.705855
28,232006297,28.71375,-94.70523
29,232006297,28.71315,-94.7043
30,232006297,28.71228,-94.70321
31,232006297,28.711975,-94.70291
32,232006297,28.71167,-94.70261
33,232006297,28.71108,-94.70208
34,232006297,28.71051,-94.70163
35,232006297,28.71029,-94.70146
36,232006297,28.71007,-94.70129
37,232006297,28.70988,-94.70112
38,232006297,28.70988,-94.70109
39,232006297,28.70996,-94.70107
40,232006297,28.71008,-94.70104
41,232006297,28.71014,-94.701005
42,232006297,28.7102,-94.70097
43,232006297,28.71034,-94.70090667
44,232006297,28.71048,-94.70084333
45,232006297,28.71062,-94.70078
46,232006297,28.7107275,-94.700735
47,232006297,28.710835,-94.70069
48,232006297,28.7109425,-94.700645
49,232006297,28.71105,-94.7006
50,232006297,28.71117333,-94.70052333
51,232006297,28.71129667,-94.70044667
52,232006297,28.71142,-94.70037
53,232006297,28.71151,-94.70018
54,232006297,28.7116,-94.69999
55,232006297,28.7116075,-94.69992
56,232006297,28.711615,-94.69985
57,232006297,28.7116225,-94.69978
58,232006297,28.71163,-94.69971
59,232006297,28.7116,-94.69964333
60,232006297,28.71157,-94.69957667
61,232006297,28.71154,-94.69951
62,232006297,28.71151,-94.69944333
63,232006297,28.71148,-94.69937667
64,232006297,28.71145,-94.69931
65,232006297,28.71145,-94.69927444
66,232006297,28.71145,-94.69923889
67,232006297,28.71145,-94.69920333
68,232006297,28.71145,-94.69916778
69,232006297,28.71145,-94.69913222
70,232006297,28.71145,-94.69909667
71,232006297,28.71145,-94.69906111
72,232006297,28.71145,-94.69902556
73,232006297,28.71145,-94.69899
74,232006297,28.71145333,-94.69900333
75,232006297,28.71145667,-94.69901667
76,232006297,28.71146,-94.69903
77,232006297,28.71148,-94.69903333
78,232006297,28.7115,-94.69903667
79,232006297,28.71152,-94.69904
80,232006297,28.711518,-94.699114
81,232006297,28.711516,-94.699188
82,232006297,28.711514,-94.699262
83,232006297,28.711512,-94.699336
84,232006297,28.71151,-94.69941
85,232006297,28.7115125,-94.69944
86,232006297,28.711515,-94.69947
87,232006297,28.7115175,-94.6995
88,232006297,28.71152,-94.69953
89,232006297,28.71155333,-94.69957333
90,232006297,28.71158667,-94.69961667
91,232006297,28.71162,-94.69966
92,232006297,28.711625,-94.69968167
93,232006297,28.71163,-94.69970333
94,232006297,28.711635,-94.699725
95,232006297,28.71164,-94.69974667
96,232006297,28.711645,-94.69976833
97,232006297,28.71165,-94.69979
98,232006297,28.71165333,-94.69983333
99,232006297,28.71165667,-94.69987667
